Number of Applications,Number of Modules,Group Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,Fix Central,SWG,FCENTRY20,commonuiprod,Main,AIX,healthcheck,VIOS,blueidClient,Fix Central Status,IBMi,System x,Access Control Sign in,Fix Central Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,Gemstone,ToC Client Services Web Application,ToC Common Services Web Application,ToC Security Handler Web Application,Cognitive insight Services Web Application,Precision Cohort Commercialization Services Web Application,secfile - Web Application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Global Logistics Portal (glp),distribution_glpWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Global Solutions Directory (GSD),gsdod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Help@IBM Support Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,HIPAA PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,IBM Care,careInside_DEV_extra?,careOutside_DEV,careInside_QA,careOutside_QA,careInside_DEV,careInside_QA,careOutside_QA,careOutside_DEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,IBM Cognos Analytics edit,flipper-service,IBM Cognos,bi,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,IBM Default,ITRiskDemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IBM Digital Business Assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,IBM Security CISO Dashboard,cisod-dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,IBM Service Request,SRNext,nexusWeb,xsrWeb,xatStrutsWeb,sr-wasd_admin,phoenixWeb,catWeb,xsrAuthWeb,Dynamic Cache Monitor,adminCenter,ibm/api,EJBApp,ibm/adminCenter/explore-1.0,IBMJMXConnectorREST,ibm/adminCenter/serverConfig-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,IBM Voice Agent with Watson,MeteringTestServer,MeteringTestServer2,consumption,mybroker,VGaaSMeteringServer,IBMVoiceAgentwithWatsonDashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IBM Watson Health Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,IBMer Safe,IBMerSafeEventDBWeb,IBMerSafeMobileAppWeb,edrweb,IBMerSafeRegDBWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IC4Oracle Configurator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,ICC,ICCDecaf,ETS,BMTMPDWeb,ptool.war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,ICC Webapplication & GlobalFoundries,ICCDecaf,AccessMgmtProjWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,ICET,web,ConfiguratorWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,ICFS,financing_tools_icfs-web,SampleIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,IDA,services/iga/ida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IEPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,IGF Workbench,financing_tools_hub_adminWA,financing_tools_hub_wbWA,financing_tools_hub_pdfWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,IMAPS,cream,fiwlr,PORT,sst,wat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Invoices,invoices-api,invoices-ui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IoT for Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IRT - Edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,IRT - View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,ITES Presentation Layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,LMS view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Lucky,LuckyContrastDemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Maximo Brazil Service Provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Media Library,MediaLibrary,MediaLibraryReporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,My Customer Support WRT CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,My Notifications,CSSCardFeederWeb,CSSSubscriptionClient,CardCataloger,CSSAdminConsoleWeb,MyNoTaxoUpdate,CSSMobileWebServices,CSSBrokerControllerStarterWeb,CSSHealthCheckWeb,HealthCheckWeb,EventMonitorWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,MyIBM Notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,mySalesActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,ODM Decision Center,ODM Decision Center,ODM Decision Center,decisioncenter,ROOT,Decision Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Offering Information External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,One tool for entitlement and access management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,OrderNow! edit,ordernow20,OrderNowWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,OSOL,Order Status Interface,OSIAMWebPrototype,OSOLMobile,MobileWebApp,isclite,EHS3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,PartnerWorld Portal,Dynamic Cache Monitor,SOXIntranet,SOXWebTools,WebSphereSamlSPWeb,SOXRestWeb,Spark Fastpath Webchat,ISEE_EUI,VICHWeb,SOXWebService,WebGoat,sg_extranet,SatScorWeb,SatScorWebService,sg_intranet,BPQueryWeb,SizingGuide,PWPubDynamicResources,TestAuthDynWebProject,SizingGuide2.0,GBQueryWeb,GBSpreadsheetWebService,openid_proxy,pwdm_nodeJS_proxy,NodeTestBench,Contrast_Test_NodeJS_App,BlurbPortlet,Dojo_Resources,VendorPrograms,OIDC Relying Party callback Servlet,,,,,,,,,,,,,,,,
,3,PartnerWorld Profiling System,ppsw3,ppswww,OrderingWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,PIMS RTS (Web),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,PPSS - PWISV Partner System Services,WebSphereSamlSPWeb,OrderingWeb,Register,w3JEMs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Practitioner Portal (AS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Product Entitlement Warehouse,pcentitle,weblearning,eeappWeb,webApp,sampleappWeb,tryappWeb,StrutsExample1Web,Universal Test Client,pew_replicaWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Program Management Portal (PgMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,PTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Registration Application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,REQCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Resource Action Selection Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,SCW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,SD-OPS,sdops-WebUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Secure Engineering Exemplar edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,Service Arizona,EZ Duplicate/Address,EZ Renewal Plates,MVD Office Appointments,RBM Helpdesk,Citizen MVR,SAZ Evoter,insurance,webapp/credit,SAZ Lien MVR,Sold Notice,Duplicate Vehicle Registration,Permit30,PlateRefund,SAZ Mobile Driver,Service Arizona Home Page,SAZ Placard,EZFleet,TabReplace,Permit3,Vehicle Fee Recap,OffHighway,mockups,Deinsured,CalendarService,SAZ Renew by Mail,SAZ Vehicle Mobile,FeeCalcWeb,SAZ Emissions Check,SAZ IUR,Express Resubmit Application,Ebiz Payment Gateway,Express Drivers License Web Services,SAZ Mobile,SAZ VFH,Dealer,FuelTaxReporting,gateway_webModule,MVDReportsWeb,CAZ,SAZ Authorized Third Party Deposits,AVR,CAZ Admin,mvm-payment,Ebiz Payment Gateway AD,adot-payment
,45,Service Arizona (SAZ) - Rules Admin,EZ Duplicate/Address,EZ Renewal Plates,MVD Office Appointments,RBM Helpdesk,Citizen MVR,SAZ Evoter,insurance,webapp/credit,SAZ Lien MVR,Sold Notice,Duplicate Vehicle Registration,SAZ Vehicle Mobile,SAZ Authorized Third Party Deposits,SAZ Emissions Check,SAZ IUR,SAZ Mobile,SAZ Mobile Driver,SAZ Placard,SAZ Renew by Mail,SAZ VFH,Permit3,Permit30,PlateRefund,Service Arizona Home Page,EZFleet,TabReplace,Vehicle Fee Recap,OffHighway,mockups,Deinsured,CalendarService,FeeCalcWeb,Express Resubmit Application,Ebiz Payment Gateway,Express Drivers License Web Services,Dealer,FuelTaxReporting,gateway_webModule,MVDReportsWeb,CAZ,AVR,CAZ Admin,mvm-payment,Ebiz Payment Gateway AD,adot-payment
,0,ShopSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,SO2O Hub,SDMLSCRServices,SDMRestAuthorization,SDMRestServices,GBIXMLViewer,OGSReportWeb,SdmBhiServices.WAR,SDMContractRegistration,BlueHarmonyServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,SOT,services_salesone_sosf_CM,services_speed,services_salesone_sosf_SPIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,SQMS,sqms,WebSphere Admin File Transfer Application,TestReactivateEnoviaUserWeb,DQWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Support Portal Next Generation,ibm/api,SCSISessionManagerPrivate,SessionFacadeRestPrivate,support/screst,support/sfrest,oidcclient,openid,BlueIDAuthenticator,ibm/api/explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Technical Support Chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Tempora,Tempora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,UAWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,UCD edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Watchtower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,Watson Care Manager,WatsonCareManagerWebApp,oaky,oaky_trial,Archetype Created Web Application,Watson Health Cloud KPI Server,Patient Portal,IndividualEngagement,WCM-NIGHTLY-SDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Weather Company Alerts for Engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Webgoat Tomcat Test,WebGoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,WH-GovHHS/WCM-API-Gateway,WCM-API-Gateway,PatientRegistration,Servlet-Experiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,WH-GovHHS/WCM-API-Gateway View,WCM-API-Gateway,PatientRegistration,Servlet-Experiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Worldwide Business Conduct Guidelines,tools_bcg,IBM_WBCG-Local-App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Worldwide Sales Essentials 8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,WSE-W,Demo,WSEConfigureWeb,WSERuntimeWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,WW,first,firstapp,myapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
